,Unnamed: 0.1,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Schedule,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Make and Model,Total_passengers,Fatality_Pecentage,Serious_Inj_Percentage,Minor/NonInj_Percentage,City,State,Region
603,34339,Incident,1994-01-01,"MIAMI, FL",United States,Incident,,,Boeing,767322,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,169.0,VMC,Standing,Probable Cause,1994,Boeing-767322,169.0,0.0,0.0,100.0,Miami,FL,South
604,34385,Accident,1994-01-16,"ZELLWOOD, FL",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,1.0,0.0,0.0,VMC,Approach,Probable Cause,1994,Boeing-A75N1,1.0,0.0,100.0,0.0,Zellwood,FL,South
605,34398,Incident,1994-01-19,"LITTLE ROCK, AR",United States,Incident,Minor,,Boeing,7372H4,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,67.0,VMC,Takeoff,Probable Cause,1994,Boeing-7372H4,67.0,0.0,0.0,100.0,Little Rock,AR,South
606,34455,Accident,1994-02-01,"NEW ROADS, LA",United States,Non-Fatal,Substantial,,Saab_Scania,340B,No,2.0,Turbo Prop,SCHD,0.0,0.0,1.0,25.0,VMC,Descent,Probable Cause,1994,Saab_Scania-340B,26.0,0.0,0.0,100.0,New Roads,LA,South
607,34493,Incident,1994-02-09,"CHICAGO, IL",United States,Incident,Minor,,Boeing,737130,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,100.0,VMC,Landing,Probable Cause,1994,Boeing-737130,100.0,0.0,0.0,100.0,Chicago,IL,Midwest
608,34504,Incident,1994-02-11,"CHARLOTTE, NC",United States,Incident,,,Boeing,Dhc8102,No,2.0,Turbo Prop,SCHD,0.0,0.0,2.0,10.0,IMC,Approach,Probable Cause,1994,Boeing-Dhc8102,12.0,0.0,0.0,100.0,Charlotte,NC,South
609,34617,Incident,1994-03-04,"ANCHORAGE, AK",United States,Incident,Minor,,Boeing,747200F,No,4.0,Turbo Fan,NSCH,0.0,0.0,0.0,3.0,VMC,Takeoff,Probable Cause,1994,Boeing-747200F,3.0,0.0,0.0,100.0,Anchorage,AK,West
610,34735,Accident,1994-03-19,"CHAMBLEE, GA",United States,Non-Fatal,Substantial,,Boeing,Pt17,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1994,Boeing-Pt17,2.0,0.0,0.0,100.0,Chamblee,GA,South
611,34793,Incident,1994-04-02,"ORLANDO, FL",United States,Incident,Minor,,Boeing,727243,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,150.0,VMC,Approach,Probable Cause,1994,Boeing-727243,150.0,0.0,0.0,100.0,Orlando,FL,South
612,34944,Incident,1994-04-26,"HONOLULU, HI",United States,Incident,,,Boeing,737209,No,2.0,Turbo Jet,SCHD,0.0,0.0,1.0,58.0,VMC,Approach,Probable Cause,1994,Boeing-737209,59.0,0.0,0.0,100.0,Honolulu,HI,West
613,34982,Incident,1994-05-03,"NASHVILLE, TN",United States,Incident,,,Saab_Scania,S340B,No,2.0,Turbo Prop,SCHD,0.0,0.0,0.0,16.0,IMC,Cruise,Probable Cause,1994,Saab_Scania-S340B,16.0,0.0,0.0,100.0,Nashville,TN,South
614,35016,Accident,1994-05-08,"SANDWICH, IL",United States,Non-Fatal,Substantial,,Boeing,B75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1994,Boeing-B75N1,2.0,0.0,0.0,100.0,Sandwich,IL,Midwest
615,35028,Incident,1994-05-12,"TEXARKANA, AR",United States,Incident,Minor,,Saab_Scania,Sf34Ob,No,2.0,Turbo Prop,SCHD,0.0,0.0,0.0,28.0,VMC,Takeoff,Probable Cause,1994,Saab_Scania-Sf34Ob,28.0,0.0,0.0,100.0,Texarkana,AR,South
616,35041,Accident,1994-05-14,"PEYTON, CO",United States,Fatal(2),Destroyed,,Boeing,E75N1,No,1.0,Reciprocating,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1994,Boeing-E75N1,2.0,100.0,0.0,0.0,Peyton,CO,West
617,35107,Accident,1994-05-22,"DEMING, NM",United States,Non-Fatal,Substantial,,Boeing,B75,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1994,Boeing-B75,2.0,0.0,0.0,100.0,Deming,NM,West
618,35209,Accident,1994-06-03,"NEW PARIS, IN",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1994,Boeing-A75N1,1.0,0.0,0.0,100.0,New Paris,IN,Midwest
619,35397,Accident,1994-06-29,"EAST HAMPTON, NY",United States,Non-Fatal,,,Boeing,767200,No,2.0,Turbo Fan,SCHD,0.0,1.0,3.0,163.0,VMC,Maneuvering,Probable Cause,1994,Boeing-767200,167.0,0.0,0.5988023952095809,99.4011976047904,East Hampton,NY,Northeast
620,35417,Incident,1994-07-01,"JUNEAU, AK",United States,Incident,,,Boeing,737400,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,63.0,VMC,Approach,Probable Cause,1994,Boeing-737400,63.0,0.0,0.0,100.0,Juneau,AK,West
621,35468,Accident,1994-07-07,"SOUTH BEND, IN",United States,Non-Fatal,,,Boeing,7372H4,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,104.0,IMC,Climb,Probable Cause,1994,Boeing-7372H4,105.0,0.0,0.9523809523809524,99.04761904761904,South Bend,IN,Midwest
622,35666,Accident,1994-07-30,"CHAMBLEE, GA",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1994,Boeing-A75N1,2.0,0.0,0.0,100.0,Chamblee,GA,South
623,35676,Accident,1994-07-31,"COMFORT, TX",United States,Non-Fatal,Substantial,,Boeing,A75,No,1.0,Reciprocating,,0.0,1.0,1.0,0.0,VMC,Takeoff,Probable Cause,1994,Boeing-A75,2.0,0.0,50.0,50.0,Comfort,TX,South
624,35677,Accident,1994-07-31,"WATERFORD, MI",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1994,Boeing-A75N1,1.0,0.0,0.0,100.0,Waterford,MI,Midwest
625,35830,Accident,1994-08-19,"PHOENIX, AZ",United States,Non-Fatal,,,Boeing,757200,No,2.0,Turbo Jet,SCHD,0.0,1.0,0.0,167.0,VMC,Taxi,Probable Cause,1994,Boeing-757200,168.0,0.0,0.5952380952380952,99.40476190476193,Phoenix,AZ,West
626,35915,Accident,1994-08-28,"CALDWELL, ID",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,1994,Boeing-A75N1,2.0,0.0,0.0,100.0,Caldwell,ID,West
627,35995,Accident,1994-09-08,"ALIQUIPPA, PA",United States,Fatal(132),Destroyed,,Boeing,B737300,No,2.0,Turbo Fan,SCHD,132.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,1994,Boeing-B737300,132.0,100.0,0.0,0.0,Aliquippa,PA,Northeast
628,36328,Incident,1994-11-02,"CHICAG0, IL",United States,Incident,Minor,,Boeing,747251B,No,4.0,Turbo Jet,,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,1994,Boeing-747251B,3.0,0.0,0.0,100.0,Chicag0,IL,Midwest
629,36339,Accident,1994-11-05,"SAYVILLE, NY",United States,Fatal(2),Destroyed,,Boeing,A75N1,No,1.0,Reciprocating,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1994,Boeing-A75N1,2.0,100.0,0.0,0.0,Sayville,NY,Northeast
630,36340,Accident,1994-11-06,"ST PAUL, MN",United States,Non-Fatal,,,Boeing,757231,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,123.0,VMC,Taxi,Probable Cause,1994,Boeing-757231,124.0,0.0,0.8064516129032258,99.19354838709677,St Paul,MN,Midwest
631,36398,Incident,1994-11-18,"SPRINGFIELD, MO",United States,Incident,Minor,,Boeing,B737200,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,57.0,IMC,Takeoff,Probable Cause,1994,Boeing-B737200,57.0,0.0,0.0,100.0,Springfield,MO,Midwest
632,36418,Accident,1994-11-22,"MIAMI, FL",United States,Non-Fatal,Substantial,,Boeing,727100,No,3.0,Turbo Fan,NSCH,0.0,1.0,0.0,5.0,VMC,Standing,Probable Cause,1994,Boeing-727100,6.0,0.0,16.666666666666664,83.33333333333334,Miami,FL,South
633,36432,Accident,1994-11-25,"TULSA, OK",United States,Non-Fatal,Substantial,,Boeing,75724Apf,No,2.0,Turbo Fan,NSCH,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1994,Boeing-75724Apf,2.0,0.0,0.0,100.0,Tulsa,OK,South
634,36435,Incident,1994-11-26,"HOUSTON, TX",United States,Incident,Minor,,Boeing,B737300,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,134.0,VMC,Standing,Probable Cause,1994,Boeing-B737300,134.0,0.0,0.0,100.0,Houston,TX,South
635,36495,Accident,1994-12-11,"ANCHORAGE, AK",United States,Non-Fatal,,,Boeing,7373M8 300,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,120.0,VMC,Climb,Probable Cause,1994,Boeing-7373M8 300,121.0,0.0,0.8264462809917356,99.17355371900827,Anchorage,AK,West
636,36530,Incident,1994-12-18,"JAMAICA, NY",United States,Incident,Minor,,Boeing,747131,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,189.0,VMC,Landing,Probable Cause,1994,Boeing-747131,189.0,0.0,0.0,100.0,Jamaica,NY,Northeast
637,36596,Incident,1995-01-01,"HOUSTON, TX",United States,Incident,,,Boeing,7373A4,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,66.0,VMC,Approach,Probable Cause,1995,Boeing-7373A4,66.0,0.0,0.0,100.0,Houston,TX,South
638,36666,Incident,1995-01-19,"ATLANTA, GA",United States,Incident,Minor,,Boeing,737247,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,28.0,IMC,Landing,Probable Cause,1995,Boeing-737247,28.0,0.0,0.0,100.0,Atlanta,GA,South
639,36687,Incident,1995-01-23,"ALBUQUERQUE, NM",United States,Incident,,,Boeing,737300,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,37.0,VMC,Takeoff,Probable Cause,1995,Boeing-737300,37.0,0.0,0.0,100.0,Albuquerque,NM,West
640,36696,Accident,1995-01-27,"DALLAS, TX",United States,Non-Fatal,,,Boeing,7372H4,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,124.0,VMC,Standing,Probable Cause,1995,Boeing-7372H4,125.0,0.0,0.8,99.2,Dallas,TX,South
641,36703,Accident,1995-01-28,"BELLEVILLE, MI",United States,Non-Fatal,Substantial,,Boeing,747238B,No,4.0,Turbo Jet,,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,1995,Boeing-747238B,4.0,0.0,0.0,100.0,Belleville,MI,Midwest
642,36823,Incident,1995-02-25,"CHICAGO, IL",United States,Incident,,,Boeing,747136,No,4.0,Turbo Jet,SCHD,0.0,0.0,0.0,357.0,VMC,Climb,Probable Cause,1995,Boeing-747136,357.0,0.0,0.0,100.0,Chicago,IL,Midwest
643,36859,Accident,1995-03-04,"GAVIOTA, CA",United States,Non-Fatal,Substantial,,Boeing,B75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1995,Boeing-B75N1,2.0,0.0,0.0,100.0,Gaviota,CA,West
644,36915,Accident,1995-03-16,"ALMA, GA",United States,Non-Fatal,,,Boeing,727200,No,3.0,Turbo Fan,SCHD,0.0,1.0,5.0,132.0,VMC,Cruise,Probable Cause,1995,Boeing-727200,138.0,0.0,0.7246376811594203,99.27536231884058,Alma,GA,South
645,37017,Incident,1995-04-03,"DFW AIRPORT, TX",United States,Incident,Minor,,Boeing,727276,No,3.0,Turbo Jet,NSCH,0.0,0.0,2.0,158.0,VMC,Climb,Probable Cause,1995,Boeing-727276,160.0,0.0,0.0,100.0,Dfw Airport,TX,South
646,37034,Incident,1995-04-07,"CHICAGO, IL",United States,Incident,Minor,,Boeing,737222,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,116.0,VMC,Takeoff,Probable Cause,1995,Boeing-737222,116.0,0.0,0.0,100.0,Chicago,IL,Midwest
647,37058,Accident,1995-04-11,"SAN ANTONIO, TX",United States,Non-Fatal,,,Boeing,757223,No,2.0,Turbo Fan,SCHD,0.0,1.0,2.0,129.0,VMC,Other,Probable Cause,1995,Boeing-757223,132.0,0.0,0.7575757575757576,99.24242424242424,San Antonio,TX,South
648,37078,Accident,1995-04-13,"DENVER, CO",United States,Non-Fatal,Substantial,,Boeing,737400,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,147.0,VMC,Landing,Probable Cause,1995,Boeing-737400,147.0,0.0,0.0,100.0,Denver,CO,West
649,37249,Accident,1995-05-13,"NEWBERG, OR",United States,Non-Fatal,Substantial,,Boeing,E75,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1995,Boeing-E75,1.0,0.0,0.0,100.0,Newberg,OR,West
650,37280,Incident,1995-05-19,"NEWARK, NJ",United States,Incident,Minor,Airplane,Boeing,737500,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,288.0,VMC,Taxi,Probable Cause,1995,Boeing-737500,288.0,0.0,0.0,100.0,Newark,NJ,Northeast
651,37281,Incident,1995-05-19,"NEWARK, NJ",United States,Incident,Minor,Airplane,Boeing,767383Er,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,288.0,VMC,Taxi,Probable Cause,1995,Boeing-767383Er,288.0,0.0,0.0,100.0,Newark,NJ,Northeast
652,37282,Accident,1995-05-19,"TALLAHASSEE, FL",United States,Non-Fatal,,,Boeing,737300,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,94.0,VMC,Cruise,Probable Cause,1995,Boeing-737300,95.0,0.0,1.0526315789473684,98.94736842105264,Tallahassee,FL,South
653,37283,Incident,1995-05-19,"BROOKSVILLE, FL",United States,Incident,,,Boeing,727227,No,3.0,Turbo Fan,SCHD,0.0,1.0,0.0,130.0,VMC,Cruise,Probable Cause,1995,Boeing-727227,131.0,0.0,0.7633587786259541,99.23664122137406,Brooksville,FL,South
654,37325,Accident,1995-05-24,"WEST PALM BEACH, FL",United States,Non-Fatal,Substantial,,Boeing,727232,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,136.0,VMC,Taxi,Probable Cause,1995,Boeing-727232,136.0,0.0,0.0,100.0,West Palm Beach,FL,South
655,37363,Accident,1995-05-30,"RAWLINS, WY",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,1995,Boeing-A75N1,2.0,0.0,0.0,100.0,Rawlins,WY,West
656,37429,Accident,1995-06-08,"FAYETTEVILLE, GA",United States,Non-Fatal,Substantial,,Boeing,D75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1995,Boeing-D75N1,1.0,0.0,0.0,100.0,Fayetteville,GA,South
657,37510,Accident,1995-06-18,"HELENA, MT",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1995,Boeing-A75N1,2.0,0.0,0.0,100.0,Helena,MT,West
658,37523,Accident,1995-06-20,"CHAMPAGNE, IL",United States,Non-Fatal,,,Boeing,767222,No,2.0,Turbo Fan,SCHD,0.0,4.0,0.0,144.0,VMC,Cruise,Probable Cause,1995,Boeing-767222,148.0,0.0,2.7027027027027017,97.2972972972973,Champagne,IL,Midwest
659,37617,Incident,1995-06-29,"ELKO, NV",United States,Incident,Minor,,Boeing,737200,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,84.0,VMC,Descent,Probable Cause,1995,Boeing-737200,84.0,0.0,0.0,100.0,Elko,NV,West
660,37662,Incident,1995-07-04,"LAS VEGAS, NV",United States,Incident,Minor,,Boeing,727257,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,53.0,VMC,Landing,Probable Cause,1995,Boeing-727257,53.0,0.0,0.0,100.0,Las Vegas,NV,West
661,37672,Incident,1995-07-05,"TEMPLE, TX",United States,Incident,Minor,,Saab_Scania,Sf340A,No,2.0,Turbo Prop,SCHD,0.0,0.0,0.0,6.0,VMC,Takeoff,Probable Cause,1995,Saab_Scania-Sf340A,6.0,0.0,0.0,100.0,Temple,TX,South
662,37804,Incident,1995-07-18,"ORLANDO, FL",United States,Incident,,,Boeing,7373B7,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,120.0,VMC,Descent,Probable Cause,1995,Boeing-7373B7,120.0,0.0,0.0,100.0,Orlando,FL,South
663,37889,Accident,1995-07-28,"DALLAS, TX",United States,Non-Fatal,Minor,,Boeing,7373A4,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,99.0,VMC,Taxi,Probable Cause,1995,Boeing-7373A4,99.0,0.0,0.0,100.0,Dallas,TX,South
664,37929,Accident,1995-08-01,"VAN NUYS, CA",United States,Non-Fatal,Substantial,,Boeing,B75A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1995,Boeing-B75A75N1,1.0,0.0,0.0,100.0,Van Nuys,CA,West
665,37945,Accident,1995-08-04,"DETROIT, MI",United States,Non-Fatal,,,Boeing,757,No,2.0,Turbo Jet,SCHD,0.0,1.0,0.0,126.0,VMC,Cruise,Probable Cause,1995,Boeing-757,127.0,0.0,0.7874015748031495,99.21259842519686,Detroit,MI,Midwest
666,37953,Incident,1995-08-05,"CHARLOTTE, NC",United States,Incident,,,Boeing,7373B7,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,83.0,VMC,Descent,Probable Cause,1995,Boeing-7373B7,83.0,0.0,0.0,100.0,Charlotte,NC,South
667,37954,Accident,1995-08-05,"ORLANDO, FL",United States,Non-Fatal,Substantial,,Boeing,727264,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,165.0,VMC,Taxi,Probable Cause,1995,Boeing-727264,165.0,0.0,0.0,100.0,Orlando,FL,South
668,38053,Incident,1995-08-14,"JAMAICA, NY",United States,Incident,Minor,,Boeing,747130,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,436.0,VMC,Climb,Probable Cause,1995,Boeing-747130,436.0,0.0,0.0,100.0,Jamaica,NY,Northeast
669,38059,Accident,1995-08-14,"ENGLEWOOD, CO",United States,Non-Fatal,Substantial,,Boeing,B75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1995,Boeing-B75N1,1.0,0.0,0.0,100.0,Englewood,CO,West
670,38089,Accident,1995-08-17,"PHILADELPHIA, PA",United States,Non-Fatal,Substantial,,Saab_Scania,Sf340A,No,2.0,Turbo Prop,SCHD,0.0,0.0,0.0,31.0,VMC,Standing,Probable Cause,1995,Saab_Scania-Sf340A,31.0,0.0,0.0,100.0,Philadelphia,PA,Northeast
671,38096,Incident,1995-08-18,"LUBBOCK, TX",United States,Incident,Minor,,Boeing,7373H4,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,114.0,VMC,Takeoff,Probable Cause,1995,Boeing-7373H4,114.0,0.0,0.0,100.0,Lubbock,TX,South
672,38159,Accident,1995-08-24,"EVADALE, TX",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,1995,Boeing-A75N1,1.0,0.0,0.0,100.0,Evadale,TX,South
673,38160,Incident,1995-08-25,"FORT LAUDERDALE, FL",United States,Incident,,,Boeing,7373B7,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,50.0,VMC,Descent,Probable Cause,1995,Boeing-7373B7,50.0,0.0,0.0,100.0,Fort Lauderdale,FL,South
674,38262,Accident,1995-09-06,"MIAMI, FL",United States,Non-Fatal,Substantial,,Boeing,7374Q8,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,78.0,VMC,Taxi,Probable Cause,1995,Boeing-7374Q8,78.0,0.0,0.0,100.0,Miami,FL,South
675,38383,Accident,1995-09-24,"MARLBOROUGH, MA",United States,Fatal(1),Minor,,Boeing,A75N1,No,1.0,Reciprocating,,1.0,1.0,0.0,1.0,VMC,Approach,Probable Cause,1995,Boeing-A75N1,3.0,33.33333333333333,33.33333333333333,33.33333333333333,Marlborough,MA,Northeast
676,38401,Incident,1995-09-26,"FORT LAUDERDALE, FL",United States,Incident,,,Boeing,737400,No,2.0,Turbo Fan,SCHD,0.0,0.0,3.0,162.0,VMC,Takeoff,Probable Cause,1995,Boeing-737400,165.0,0.0,0.0,100.0,Fort Lauderdale,FL,South
677,38561,Accident,1995-10-23,"MIAMI, FL",United States,Non-Fatal,Substantial,,Boeing,747121,No,4.0,Turbo Fan,NSCH,0.0,0.0,0.0,5.0,VMC,Takeoff,Probable Cause,1995,Boeing-747121,5.0,0.0,0.0,100.0,Miami,FL,South
678,38595,Incident,1995-10-29,"SAN FRANCISCO, CA",United States,Incident,,,Boeing,B737500,No,,Unknown,,0.0,0.0,0.0,3.0,IMC,Go-around,Probable Cause,1995,Boeing-B737500,3.0,0.0,0.0,100.0,San Francisco,CA,West
679,38605,Incident,1995-10-30,"LAS VEGAS, NV",United States,Incident,,,Boeing,7375H4,No,2.0,Turbo Fan,SCHD,0.0,0.0,1.0,96.0,VMC,Climb,Probable Cause,1995,Boeing-7375H4,97.0,0.0,0.0,100.0,Las Vegas,NV,West
680,38617,Incident,1995-11-02,"PORTLAND, ME",United States,Incident,Minor,,Boeing,7373B7,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,62.0,IMC,Takeoff,Probable Cause,1995,Boeing-7373B7,62.0,0.0,0.0,100.0,Portland,ME,Northeast
681,38627,Accident,1995-11-03,"FAYETTEVILLE, NC",United States,Non-Fatal,Substantial,,Boeing,B17G,No,4.0,Reciprocating,,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,1995,Boeing-B17G,3.0,0.0,0.0,100.0,Fayetteville,NC,South
682,38631,Accident,1995-11-04,"WAUCHULA, FL",United States,Non-Fatal,Substantial,,Boeing,E75N1,No,1.0,Reciprocating,,0.0,0.0,2.0,0.0,VMC,Cruise,Probable Cause,1995,Boeing-E75N1,2.0,0.0,0.0,100.0,Wauchula,FL,South
683,38638,Accident,1995-11-07,"PENSACOLA, FL",United States,Non-Fatal,,,Boeing,737200,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,58.0,IMC,Descent,Probable Cause,1995,Boeing-737200,59.0,0.0,1.6949152542372878,98.30508474576271,Pensacola,FL,South
684,38680,Incident,1995-11-17,"CORSICANA, TX",United States,Incident,,,Saab_Scania,340B,No,2.0,Turbo Prop,SCHD,0.0,0.0,0.0,33.0,VMC,Descent,Probable Cause,1995,Saab_Scania-340B,33.0,0.0,0.0,100.0,Corsicana,TX,South
685,38716,Accident,1995-11-25,"PORTLAND, OR",United States,Non-Fatal,,,Boeing,737522,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,111.0,VMC,Descent,Probable Cause,1995,Boeing-737522,112.0,0.0,0.8928571428571428,99.10714285714286,Portland,OR,West
686,38745,Accident,1995-11-29,"CHINO, CA",United States,Non-Fatal,Substantial,,Boeing,B75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,1995,Boeing-B75N1,1.0,0.0,0.0,100.0,Chino,CA,West
687,38779,Incident,1995-12-06,"JAMAICA, NY",United States,Incident,Minor,,Boeing,747240,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,255.0,VMC,Takeoff,Probable Cause,1995,Boeing-747240,255.0,0.0,0.0,100.0,Jamaica,NY,Northeast
688,38786,Incident,1995-12-07,"BOISE, ID",United States,Incident,Minor,,Boeing,727232,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,130.0,IMC,Landing,Probable Cause,1995,Boeing-727232,130.0,0.0,0.0,100.0,Boise,ID,West
689,38850,Accident,1995-12-20,"JAMAICA, NY",United States,Non-Fatal,Substantial,,Boeing,747136,No,4.0,Turbo Fan,SCHD,0.0,1.0,24.0,443.0,IMC,Takeoff,Probable Cause,1995,Boeing-747136,468.0,0.0,0.2136752136752137,99.78632478632478,Jamaica,NY,Northeast
690,38888,Accident,1995-12-29,"ATLANTA, GA",United States,Non-Fatal,Substantial,,Boeing,737232,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,58.0,VMC,Standing,Probable Cause,1995,Boeing-737232,58.0,0.0,0.0,100.0,Atlanta,GA,South
691,38914,Incident,1996-01-05,"LOS ANGELES, CA",United States,Incident,Minor,,Boeing,747251B,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,385.0,VMC,Climb,Probable Cause,1996,Boeing-747251B,385.0,0.0,0.0,100.0,Los Angeles,CA,West
692,38995,Accident,1996-01-23,"MIAMI, FL",United States,Non-Fatal,Substantial,,Boeing,747243B,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,459.0,VMC,Taxi,Probable Cause,1996,Boeing-747243B,459.0,0.0,0.0,100.0,Miami,FL,South
693,39008,Accident,1996-01-27,"BARSTOW, CA",United States,Non-Fatal,Substantial,,Boeing,A75,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,1996,Boeing-A75,1.0,0.0,0.0,100.0,Barstow,CA,West
694,39015,Accident,1996-01-28,"BERNAL, NM",United States,Non-Fatal,Substantial,,Boeing,B75N1,No,1.0,Reciprocating,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,1996,Boeing-B75N1,1.0,0.0,0.0,100.0,Bernal,NM,West
695,39103,Accident,1996-02-20,"PORTLAND, OR",United States,Non-Fatal,,,Boeing,767332,No,2.0,Turbo Fan,SCHD,0.0,1.0,3.0,139.0,VMC,Taxi,Probable Cause,1996,Boeing-767332,143.0,0.0,0.6993006993006993,99.30069930069928,Portland,OR,West
696,39108,Incident,1996-02-20,"PITTSBURGH, PA",United States,Incident,,,Boeing,7672B7,No,2.0,Turbo Fan,SCHD,0.0,0.0,7.0,140.0,VMC,Approach,Probable Cause,1996,Boeing-7672B7,147.0,0.0,0.0,100.0,Pittsburgh,PA,Northeast
698,39113,Accident,1996-02-20,"FAIRBANKS, AK",United States,Non-Fatal,Minor,,Boeing,757232,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,91.0,VMC,Taxi,Probable Cause,1996,Boeing-757232,91.0,0.0,0.0,100.0,Fairbanks,AK,West
699,39114,Accident,1996-02-20,"FAIRBANKS, AK",United States,Non-Fatal,Substantial,,Boeing,757222,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,91.0,VMC,Standing,Probable Cause,1996,Boeing-757222,91.0,0.0,0.0,100.0,Fairbanks,AK,West
700,39121,Incident,1996-02-22,"MIAMI, FL",United States,Incident,Minor,,Boeing,707323C,No,4.0,Turbo Fan,NSCH,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,1996,Boeing-707323C,4.0,0.0,0.0,100.0,Miami,FL,South
